team_name,country_code,confederation,fifa_rank,fifa_points,wins_last_10_matches,losses_last_10_matches,draws_last_10_matches,win_rate_last_year,goals_scored_avg,goals_conceded_avg,clean_sheets_last_10,shots_per_game,shots_on_target_ratio,avg_player_rating,star_players_count,market_value_million_eur,experience_avg_caps,coach_experience_years,recent_form_score,possession_avg,passing_accuracy,host_advantage,travel_distance_avg,climate_similarity_score,winner,points_per_match_last_10,goal_difference_avg,performance_index,value_per_cap,dominance_score,shot_quality,defensive_solidity,rank_tier,log_market_value,conf_AFC,conf_CAF,conf_CONCACAF,conf_CONMEBOL,conf_OFC,conf_UEFA,rank_Developing,rank_Elite,rank_Mid,rank_Strong
Peru,PER,CONMEBOL,33,1575.3,1,5,4,0.296,1.01,1.98,1,9.0,0.275,72.9,2,201.0,20,4,2.6,43.9,78.7,0,6.0,0.73,0,0.7,-0.97,37.575,10.05,61.3,2.475,0.1,Mid,5.308267697401205,False,False,False,True,False,False,False,False,True,False
Colombia,COL,CONMEBOL,12,1758.6,6,2,2,0.652,1.42,0.79,4,12.4,0.358,81.3,3,843.0,55,19,8.0,56.2,81.2,0,6.9,0.61,0,2.0,0.6299999999999999,62.975,15.327272727272728,68.7,4.4392,0.4,Strong,6.738152494595957,False,False,False,True,False,False,False,False,False,True
Germany,DEU,UEFA,10,1765.7,5,2,3,0.57,1.73,1.1,4,15.7,0.474,80.4,2,842.0,37,17,9.7,57.0,87.0,0,8.7,0.68,1,1.8,0.6299999999999999,67.78999999999999,22.756756756756758,72.0,7.441799999999999,0.4,Elite,6.736966958001855,False,False,False,False,False,True,False,True,False,False
Honduras,HON,CONCACAF,32,1496.2,1,5,4,0.321,0.61,1.28,2,10.5,0.347,75.5,1,210.0,28,9,4.6,46.6,70.7,0,0.6,0.77,0,0.7,-0.67,45.73499999999999,7.5,58.650000000000006,3.6434999999999995,0.2,Mid,5.351858133476067,False,False,True,False,False,False,False,False,True,False
Japan,JPN,AFC,33,1594.4,3,2,5,0.413,1.34,0.82,4,12.1,0.367,76.4,2,373.0,31,8,6.2,45.2,84.6,0,11.4,0.63,0,1.4,0.5200000000000001,52.57,12.03225806451613,64.9,4.4407,0.4,Mid,5.924255797414532,True,False,False,False,False,False,False,False,True,False
Argentina,ARG,CONMEBOL,2,1995.5,6,2,2,0.69,2.37,0.68,3,19.7,0.545,84.3,3,776.0,43,17,7.3,63.9,94.8,0,4.9,0.65,1,2.0,1.69,61.95499999999999,18.046511627906977,79.35,10.736500000000001,0.3,Elite,6.655440350367647,False,False,False,True,False,False,False,True,False,False
France,FRA,UEFA,2,1886.6,6,0,4,0.783,2.02,0.46,5,17.9,0.482,83.4,4,1103.0,49,10,7.2,65.2,87.6,0,5.7,0.55,1,2.2,1.56,62.22,22.510204081632654,76.4,8.627799999999999,0.5,Elite,7.00669522683704,False,False,False,False,False,True,False,True,False,False
Argentina,ARG,CONMEBOL,5,1925.1,9,1,0,0.839,2.36,0.85,3,14.2,0.41,86.2,3,895.0,42,13,8.1,60.9,85.9,0,5.8,0.6,1,2.7,1.5099999999999998,66.91,21.30952380952381,73.4,5.821999999999999,0.3,Elite,6.79794041297493,False,False,False,True,False,False,False,True,False,False
Poland,POL,UEFA,19,1675.5,5,4,1,0.579,1.36,1.11,2,13.0,0.338,80.0,3,519.0,35,10,5.5,51.6,78.6,0,7.9,0.7,0,1.6,0.25,53.04,14.82857142857143,65.1,4.394,0.2,Strong,6.253828811575473,False,False,False,False,False,True,False,False,False,True
Saudi Arabia,KSA,AFC,46,1576.5,4,6,0,0.28,1.29,1.69,0,9.3,0.309,71.2,1,376.0,19,9,2.3,40.3,72.1,0,10.3,0.64,0,1.2,-0.3999999999999999,35.769999999999996,19.789473684210527,56.199999999999996,2.8737000000000004,0.0,Developing,5.932245187448011,True,False,False,False,False,False,True,False,False,False
Mexico,MEX,CONCACAF,35,1608.7,5,5,0,0.505,1.17,0.88,2,9.5,0.329,72.5,0,472.0,42,12,5.8,49.8,82.4,1,2.5,0.91,1,1.5,0.2899999999999999,50.724999999999994,11.238095238095237,66.1,3.1255,0.2,Mid,6.159095388491933,False,False,True,False,False,False,False,False,True,False
France,FRA,UEFA,3,1931.0,9,2,0,0.683,2.46,1.0,5,18.2,0.477,85.1,5,734.0,64,21,9.3,66.7,93.1,0,5.2,0.72,1,2.4545454545454546,1.46,69.165,11.46875,79.9,8.6814,0.5,Elite,6.5998704992128365,False,False,False,False,False,True,False,True,False,False
Uruguay,URU,CONMEBOL,9,1748.4,7,3,0,0.686,1.78,0.61,5,15.7,0.469,81.0,2,567.0,53,7,7.8,59.7,89.6,0,6.9,0.63,0,2.1,1.17,62.51,10.69811320754717,74.65,7.363299999999999,0.5,Elite,6.342121418721152,False,False,False,True,False,False,False,True,False,False
Honduras,HON,CONCACAF,41,1443.7,1,4,5,0.224,0.69,1.21,0,10.1,0.23,71.6,1,334.0,18,4,5.1,48.8,73.4,0,3.0,0.86,0,0.8,-0.52,45.15,18.555555555555557,61.1,2.323,0.0,Developing,5.814130531825066,False,False,True,False,False,False,True,False,False,False
South Korea,KOR,AFC,25,1688.3,5,2,3,0.45,1.15,1.14,1,9.5,0.409,78.7,1,269.0,25,10,5.6,49.7,79.3,0,12.6,0.51,0,1.8,0.010000000000000009,51.644999999999996,10.76,64.5,3.8855,0.1,Mid,5.598421958998375,True,False,False,False,False,False,False,False,True,False
New Zealand,NZL,OFC,46,1489.0,1,4,5,0.259,0.91,1.3,1,9.9,0.356,71.8,1,285.0,23,1,2.9,44.1,70.0,0,10.2,0.5,0,0.8,-0.39,37.870000000000005,12.391304347826088,57.05,3.5244,0.1,Developing,5.655991810819852,False,False,False,False,True,False,True,False,False,False
Wales,WAL,UEFA,30,1439.2,3,7,0,0.319,0.97,1.74,0,6.0,0.251,70.3,0,261.0,35,5,4.0,45.1,79.3,0,6.6,0.48,0,0.9,-0.77,41.794999999999995,7.457142857142857,62.2,1.506,0.0,Mid,5.568344503761097,False,False,False,False,False,True,False,False,True,False
Brazil,BRA,CONMEBOL,7,1906.5,8,0,2,0.659,2.25,0.96,7,16.4,0.463,85.9,3,1057.0,51,23,7.9,64.3,92.2,0,7.5,0.55,0,2.6,1.29,64.305,20.725490196078432,78.25,7.5931999999999995,0.7,Elite,6.964135612418245,False,False,False,True,False,False,False,True,False,False
Ghana,GHA,CAF,31,1473.8,3,6,1,0.337,1.22,1.6,2,7.8,0.352,74.7,0,316.0,33,10,3.8,41.4,71.5,0,7.7,0.44,0,1.0,-0.3800000000000001,42.815,9.575757575757576,56.45,2.7455999999999996,0.2,Mid,5.75890177387728,False,True,False,False,False,False,False,False,True,False
Austria,AUT,UEFA,19,1680.4,3,3,4,0.459,1.34,1.2,2,13.6,0.397,75.5,1,469.0,30,14,5.2,54.4,75.8,0,7.2,0.71,0,1.3,0.14000000000000012,49.215,15.633333333333333,65.1,5.3992,0.2,Strong,6.152732694704104,False,False,False,False,False,True,False,False,False,True
South Korea,KOR,AFC,20,1594.8,6,4,0,0.402,1.26,0.82,4,12.4,0.345,75.2,1,444.0,29,10,6.3,55.4,80.2,0,10.3,0.3,0,1.8,0.44000000000000006,52.39000000000001,15.310344827586206,67.8,4.278,0.4,Strong,6.09807428216624,True,False,False,False,False,False,False,False,False,True
Netherlands,NED,UEFA,5,1771.9,5,2,3,0.627,1.95,0.68,2,13.1,0.477,82.7,2,604.0,48,10,8.3,55.0,83.1,0,5.6,0.6,1,1.8,1.27,64.265,12.583333333333334,69.05,6.2486999999999995,0.2,Elite,6.405228458030842,False,False,False,False,False,True,False,True,False,False
Poland,POL,UEFA,17,1632.6,6,2,2,0.418,1.42,0.91,1,10.9,0.341,77.8,1,393.0,37,4,4.5,47.7,78.6,0,8.3,0.66,0,2.0,0.5099999999999999,47.16,10.621621621621621,63.15,3.7169000000000003,0.1,Strong,5.976350909297934,False,False,False,False,False,True,False,False,False,True
Argentina,ARG,CONMEBOL,5,1992.6,8,2,0,0.766,1.94,0.67,4,16.9,0.46,90.0,4,1012.0,64,12,9.2,56.9,92.1,0,7.6,0.58,1,2.4,1.27,71.35999999999999,15.8125,74.5,7.774,0.4,Elite,6.920671504248683,False,False,False,True,False,False,False,True,False,False
Mexico,MEX,CONCACAF,33,1673.9,6,2,2,0.536,1.33,0.82,2,9.7,0.356,80.9,2,427.0,28,8,5.6,51.2,81.1,1,2.8,0.79,0,2.0,0.5100000000000001,53.275,15.25,66.15,3.4531999999999994,0.2,Mid,6.059123195581797,False,False,True,False,False,False,False,False,True,False
USA,USA,CONCACAF,30,1632.5,5,5,0,0.591,1.14,0.88,4,9.0,0.377,76.1,3,344.0,27,13,6.3,55.7,82.3,1,2.4,0.93,0,1.5,0.2599999999999999,54.595,12.74074074074074,69.0,3.393,0.4,Mid,5.84354441703136,False,False,True,False,False,False,False,False,True,False
Ivory Coast,CIV,CAF,36,1455.8,4,5,1,0.398,1.29,1.4,1,10.1,0.261,70.1,0,262.0,19,1,2.2,40.1,78.2,0,10.2,0.52,0,1.3,-0.10999999999999988,36.215,13.789473684210526,59.150000000000006,2.6361,0.1,Developing,5.572154032177765,False,True,False,False,False,False,True,False,False,False
Ukraine,UKR,UEFA,29,1415.5,4,7,0,0.206,0.74,1.75,1,10.0,0.353,70.5,0,218.0,20,2,2.3,45.0,77.1,0,5.2,0.47,0,1.0909090909090908,-1.01,34.785,10.9,61.05,3.53,0.1,Mid,5.389071729816501,False,False,False,False,False,True,False,False,True,False
Netherlands,NED,UEFA,18,1677.4,7,3,0,0.605,1.78,0.74,2,13.1,0.354,80.5,4,709.0,51,11,7.0,55.4,86.2,0,5.3,0.65,0,2.1,1.04,58.724999999999994,13.901960784313726,70.8,4.6373999999999995,0.2,Strong,6.565264970035361,False,False,False,False,False,True,False,False,False,True
Japan,JPN,AFC,35,1563.8,4,4,2,0.429,1.54,0.99,3,9.8,0.406,78.3,2,266.0,36,3,7.0,45.0,75.5,0,9.7,0.55,1,1.4,0.55,56.195,7.388888888888889,60.25,3.9788000000000006,0.3,Mid,5.58724865840025,True,False,False,False,False,False,False,False,True,False
Spain,ESP,UEFA,1,1808.6,6,2,2,0.713,2.59,0.94,7,16.5,0.457,89.6,5,745.0,65,8,9.8,66.0,86.4,0,6.0,0.71,1,2.0,1.65,72.78999999999999,11.461538461538462,76.2,7.540500000000001,0.7,Elite,6.61472560020376,False,False,False,False,False,True,False,True,False,False
Paraguay,PAR,CONMEBOL,31,1540.5,2,4,4,0.319,1.01,2.2,0,7.8,0.354,73.5,0,286.0,30,2,4.2,47.7,78.6,0,4.7,0.69,0,1.0,-1.1900000000000002,43.614999999999995,9.533333333333333,63.15,2.7611999999999997,0.0,Mid,5.659482215759621,False,False,False,True,False,False,False,False,True,False
Ukraine,UKR,UEFA,49,1443.1,1,6,3,0.209,0.82,2.13,1,9.7,0.356,70.0,0,236.0,18,5,3.0,43.7,71.1,0,7.1,0.53,0,0.6,-1.31,37.09,13.11111111111111,57.4,3.4531999999999994,0.1,Developing,5.4680601411351315,False,False,False,False,False,True,True,False,False,False
Belgium,BEL,UEFA,10,1777.7,6,2,2,0.634,1.72,0.92,3,13.3,0.444,85.1,3,658.0,40,5,8.0,59.3,85.2,0,8.9,0.49,1,2.0,0.7999999999999999,64.125,16.45,72.25,5.905200000000001,0.3,Elite,6.490723534502507,False,False,False,False,False,True,False,True,False,False
Poland,POL,UEFA,32,1575.2,5,3,2,0.47,1.26,0.8,3,12.3,0.366,80.2,3,257.0,35,10,6.3,53.6,79.0,0,6.2,0.47,0,1.7,0.45999999999999996,54.82000000000001,7.3428571428571425,66.3,4.5018,0.3,Mid,5.552959584921617,False,False,False,False,False,True,False,False,True,False
Serbia,SRB,UEFA,26,1513.1,6,3,1,0.592,1.66,1.35,4,12.3,0.377,77.9,2,360.0,36,9,4.4,51.8,80.8,0,5.6,0.69,0,1.9,0.30999999999999983,48.58500000000001,10.0,66.3,4.6371,0.4,Mid,5.8888779583328805,False,False,False,False,False,True,False,False,True,False
England,ENG,UEFA,4,1854.2,7,0,3,0.662,2.49,0.81,4,14.0,0.495,86.1,4,908.0,45,9,7.7,61.5,85.8,0,6.1,0.69,1,2.4,1.6800000000000002,63.70499999999999,20.177777777777777,73.65,6.93,0.4,Elite,6.812345094177479,False,False,False,False,False,True,False,True,False,False
Tunisia,TUN,CAF,30,1433.1,1,7,2,0.424,1.04,1.34,2,10.0,0.34,71.7,1,220.0,18,3,3.7,44.1,75.2,0,7.9,0.39,0,0.5,-0.30000000000000004,42.285000000000004,12.222222222222221,59.650000000000006,3.4000000000000004,0.2,Mid,5.3981627015177525,False,True,False,False,False,False,False,False,True,False
South Korea,KOR,AFC,22,1614.7,4,3,3,0.479,1.6,1.34,4,10.2,0.377,76.1,2,538.0,42,8,6.6,51.6,82.8,0,10.3,0.49,1,1.5,0.26,54.525,12.80952380952381,67.2,3.8453999999999997,0.4,Mid,6.289715570908998,True,False,False,False,False,False,False,False,True,False
Iran,IRN,AFC,50,1545.8,3,5,2,0.261,0.82,2.09,0,6.6,0.26,72.8,2,372.0,15,9,4.7,43.7,77.5,0,13.5,0.63,0,1.1,-1.27,44.53999999999999,24.8,60.6,1.716,0.0,Developing,5.921578419643816,True,False,False,False,False,False,True,False,False,False
South Korea,KOR,AFC,29,1644.5,4,2,4,0.575,1.68,0.82,3,10.1,0.305,74.3,1,294.0,37,11,6.9,51.4,80.8,0,11.1,0.57,0,1.6,0.86,55.905,7.945945945945946,66.1,3.0805,0.3,Mid,5.68697535633982,True,False,False,False,False,False,False,False,True,False
Brazil,BRA,CONMEBOL,7,1966.1,6,0,4,0.806,2.28,0.7,6,15.2,0.438,85.1,5,716.0,53,11,7.9,66.4,86.0,0,7.3,0.56,1,2.2,1.5799999999999998,65.495,13.50943396226415,76.2,6.6575999999999995,0.6,Elite,6.57507584059962,False,False,False,True,False,False,False,True,False,False
Italy,ITA,UEFA,5,1747.0,8,3,0,0.556,1.5,1.06,2,15.0,0.358,81.5,2,839.0,41,11,6.4,53.6,80.0,0,7.9,0.74,0,2.1818181818181817,0.43999999999999995,56.485,20.463414634146343,66.8,5.37,0.2,Elite,6.733401891837359,False,False,False,False,False,True,False,True,False,False
Brazil,BRA,CONMEBOL,5,1947.0,7,1,2,0.715,2.51,0.89,3,16.2,0.535,88.6,5,810.0,61,15,9.0,56.0,92.1,0,4.7,0.75,0,2.3,1.6199999999999997,69.66,13.278688524590164,74.05,8.667,0.3,Elite,6.698268054115413,False,False,False,True,False,False,False,True,False,False
Egypt,EGY,CAF,48,1512.0,1,4,5,0.327,0.8,2.13,1,9.5,0.32,73.2,0,222.0,21,9,3.0,48.1,73.5,0,8.3,0.54,0,0.8,-1.3299999999999998,39.39000000000001,10.571428571428571,60.8,3.04,0.1,Developing,5.407171771460119,False,True,False,False,False,False,True,False,False,False
Chile,CHI,CONMEBOL,42,1487.1,4,4,2,0.295,0.63,1.99,1,6.1,0.33,70.9,1,327.0,28,2,3.5,42.3,78.2,0,6.2,0.79,0,1.4,-1.3599999999999999,40.015,11.678571428571429,60.25,2.013,0.1,Developing,5.793013608384144,False,False,False,True,False,False,True,False,False,False
Jamaica,JAM,CONCACAF,30,1590.5,4,6,0,0.416,0.63,1.51,2,7.6,0.334,73.5,2,256.0,17,2,4.9,49.1,76.7,0,0.6,0.84,0,1.2,-0.88,47.035,15.058823529411764,62.900000000000006,2.5384,0.2,Mid,5.54907608489522,False,False,True,False,False,False,False,False,True,False
Belgium,BEL,UEFA,5,1818.3,5,1,4,0.653,1.6,0.81,3,14.2,0.439,81.3,3,532.0,41,8,8.4,59.4,81.2,0,8.1,0.69,0,1.9,0.79,64.385,12.975609756097562,70.3,6.2338,0.3,Elite,6.278521424165844,False,False,False,False,False,True,False,True,False,False
France,FRA,UEFA,8,1794.9,6,1,3,0.671,2.35,0.99,3,18.4,0.506,86.0,5,960.0,46,10,7.6,61.3,87.9,0,7.6,0.74,1,2.1,1.36,63.41,20.869565217391305,74.6,9.3104,0.3,Elite,6.8679744089702925,False,False,False,False,False,True,False,True,False,False
Ukraine,UKR,UEFA,33,1413.7,1,5,4,0.35,1.0,1.85,1,9.2,0.319,72.6,2,322.0,15,6,3.1,42.7,78.7,0,8.8,0.48,1,0.7,-0.8500000000000001,39.76,21.466666666666665,60.7,2.9347999999999996,0.1,Mid,5.777652323222656,False,False,False,False,False,True,False,False,True,False
Ivory Coast,CIV,CAF,49,1525.0,2,4,4,0.302,0.51,1.78,0,8.7,0.352,71.5,0,351.0,24,6,5.4,41.0,74.3,0,7.4,0.47,0,1.0,-1.27,46.945,14.625,57.65,3.0624,0.0,Developing,5.863631175598097,False,True,False,False,False,False,True,False,False,False
Argentina,ARG,CONMEBOL,5,1892.8,8,1,1,0.768,2.41,0.78,4,18.2,0.431,87.6,3,1139.0,59,22,7.1,59.6,85.8,0,7.6,0.64,1,2.5,1.6300000000000001,63.18999999999999,19.305084745762713,72.7,7.8442,0.4,Elite,7.038783541388542,False,False,False,True,False,False,False,True,False,False
Denmark,DEN,UEFA,34,1684.5,4,4,2,0.499,1.2,1.35,3,12.1,0.389,76.6,1,337.0,38,12,5.3,47.3,78.3,0,8.5,0.72,0,1.4,-0.15000000000000013,50.35,8.868421052631579,62.8,4.7069,0.3,Mid,5.823045895483019,False,False,False,False,False,True,False,False,True,False
France,FRA,UEFA,2,1834.6,9,1,0,0.75,2.34,0.49,6,16.5,0.475,88.5,4,711.0,43,14,7.2,61.4,86.1,0,8.1,0.57,1,2.7,1.8499999999999999,63.675,16.53488372093023,73.75,7.8374999999999995,0.6,Elite,6.568077911411976,False,False,False,False,False,True,False,True,False,False
Tunisia,TUN,CAF,37,1588.5,2,6,2,0.404,1.05,1.31,0,6.0,0.349,73.1,1,296.0,35,10,4.9,47.9,79.1,0,10.8,0.35,0,0.8,-0.26,46.775,8.457142857142857,63.5,2.094,0.0,Developing,5.6937321388027,False,True,False,False,False,False,True,False,False,False
Tunisia,TUN,CAF,28,1463.7,1,4,5,0.338,0.9,1.39,1,10.0,0.344,72.4,2,275.0,23,5,3.4,47.2,74.9,0,8.7,0.47,0,0.8,-0.4899999999999999,40.620000000000005,11.956521739130435,61.050000000000004,3.4399999999999995,0.1,Mid,5.62040086571715,False,True,False,False,False,False,False,False,True,False
England,ENG,UEFA,6,1784.2,8,1,1,0.698,2.15,0.46,6,14.7,0.432,85.2,5,729.0,61,22,9.2,62.4,89.1,0,8.0,0.71,1,2.5,1.69,69.0,11.950819672131148,75.75,6.3504,0.6,Elite,6.593044534142437,False,False,False,False,False,True,False,True,False,False
Switzerland,SUI,UEFA,29,1572.1,3,3,4,0.526,1.37,0.88,1,11.5,0.412,77.1,2,404.0,37,7,6.3,52.5,84.5,0,8.1,0.63,1,1.3,0.4900000000000001,54.294999999999995,10.91891891891892,68.5,4.7379999999999995,0.1,Mid,6.003887067106539,False,False,False,False,False,True,False,False,True,False
Morocco,MAR,CAF,27,1502.2,6,2,2,0.551,1.33,1.41,1,11.4,0.34,79.5,2,403.0,43,4,5.2,50.3,79.1,0,9.6,0.25,1,2.0,-0.07999999999999985,51.535,9.372093023255815,64.69999999999999,3.8760000000000003,0.1,Mid,6.0014148779611505,False,True,False,False,False,False,False,False,True,False
Netherlands,NED,UEFA,10,1720.1,5,3,2,0.717,1.76,0.91,3,14.2,0.48,82.9,2,629.0,37,10,7.7,57.3,83.7,0,6.5,0.46,0,1.7,0.85,63.135000000000005,17.0,70.5,6.816,0.3,Elite,6.4457198193855785,False,False,False,False,False,True,False,True,False,False
Ukraine,UKR,UEFA,36,1401.1,4,5,1,0.226,0.54,1.78,0,8.9,0.329,75.3,2,322.0,34,1,2.1,42.1,73.9,0,7.6,0.55,0,1.3,-1.24,35.964999999999996,9.470588235294118,58.0,2.9281,0.0,Developing,5.777652323222656,False,False,False,False,False,True,True,False,False,False
Mexico,MEX,CONCACAF,14,1595.3,4,5,1,0.516,1.44,0.91,2,11.1,0.386,76.7,3,306.0,37,13,6.6,54.6,82.5,1,1.9,0.85,1,1.3,0.5299999999999999,55.10499999999999,8.27027027027027,68.55,4.2846,0.2,Strong,5.726847747587197,False,False,True,False,False,False,False,False,False,True
Germany,DEU,UEFA,18,1774.6,7,3,0,0.677,1.58,0.92,5,13.0,0.44,80.5,4,556.0,41,9,7.9,59.3,81.9,0,5.4,0.66,1,2.1,0.66,62.595000000000006,13.560975609756097,70.6,5.72,0.5,Strong,6.322565239927284,False,False,False,False,False,True,False,False,False,True
South Korea,KOR,AFC,33,1507.4,3,5,2,0.565,1.44,1.4,4,10.6,0.408,80.2,3,520.0,32,15,6.5,54.3,80.8,0,8.4,0.33,0,1.1,0.040000000000000036,56.47,16.25,67.55,4.3248,0.4,Mid,6.255750041753367,True,False,False,False,False,False,False,False,True,False
Nigeria,NGA,CAF,40,1493.2,3,6,1,0.303,0.6,1.22,2,10.2,0.277,70.1,0,242.0,20,8,4.2,47.6,78.4,0,9.5,0.42,0,1.0,-0.62,42.265,12.1,63.0,2.8254,0.2,Developing,5.493061443340548,False,True,False,False,False,False,True,False,False,False
Spain,ESP,UEFA,1,1795.3,6,2,2,0.738,2.51,0.63,6,17.4,0.53,85.7,4,871.0,44,12,9.7,67.8,93.0,0,7.9,0.63,0,2.0,1.88,71.32499999999999,19.795454545454547,80.4,9.222,0.6,Elite,6.77078942390898,False,False,False,False,False,True,False,True,False,False
Italy,ITA,UEFA,9,1763.7,7,1,2,0.669,1.92,0.77,4,15.7,0.455,81.9,3,632.0,49,5,8.0,52.0,87.8,0,7.4,0.66,0,2.3,1.15,63.355,12.89795918367347,69.9,7.1434999999999995,0.4,Elite,6.450470422144176,False,False,False,False,False,True,False,True,False,False
Honduras,HON,CONCACAF,30,1527.8,2,5,3,0.238,0.96,1.48,1,8.9,0.303,72.5,1,326.0,22,10,2.3,46.1,78.8,0,2.1,0.75,0,0.9,-0.52,35.805,14.818181818181818,62.45,2.6967,0.1,Mid,5.7899601708972535,False,False,True,False,False,False,False,False,True,False
Sweden,SWE,UEFA,20,1719.4,6,2,2,0.538,1.42,1.23,3,13.2,0.307,76.3,3,381.0,36,3,6.0,54.8,80.5,0,8.2,0.57,1,2.0,0.18999999999999995,53.085,10.583333333333334,67.65,4.0524,0.3,Strong,5.945420608606575,False,False,False,False,False,True,False,False,False,True
Mexico,MEX,CONCACAF,35,1522.2,6,4,0,0.506,1.69,0.92,4,11.2,0.333,79.6,2,439.0,34,9,5.1,48.9,84.8,1,0.9,0.92,1,1.8,0.7699999999999999,50.769999999999996,12.911764705882353,66.85,3.7296,0.4,Mid,6.0867747269123065,False,False,True,False,False,False,False,False,True,False
Japan,JPN,AFC,17,1671.7,6,3,1,0.525,1.19,1.14,1,11.2,0.418,76.8,3,267.0,26,11,2.4,48.8,84.9,0,12.0,0.37,0,1.9,0.050000000000000044,40.53,10.26923076923077,66.85,4.6815999999999995,0.1,Strong,5.5909869805108565,True,False,False,False,False,False,False,False,False,True
Argentina,ARG,CONMEBOL,8,1861.7,8,0,2,0.744,2.46,0.74,5,17.9,0.418,88.6,5,1049.0,64,15,7.6,67.4,90.7,0,6.3,0.67,0,2.6,1.72,65.05,16.390625,79.05000000000001,7.482199999999999,0.5,Elite,6.956545443151569,False,False,False,True,False,False,False,True,False,False
Germany,DEU,UEFA,10,1673.7,8,1,1,0.695,1.79,0.84,5,13.4,0.471,85.8,3,507.0,48,20,7.9,54.4,85.6,0,8.4,0.69,1,2.5,0.9500000000000001,64.63,10.5625,70.0,6.3114,0.5,Elite,6.230481447578482,False,False,False,False,False,True,False,True,False,False
Croatia,CRO,UEFA,18,1743.6,8,3,0,0.595,1.4,1.12,3,12.3,0.399,80.6,2,672.0,47,5,6.4,52.8,89.4,0,7.4,0.73,0,2.1818181818181817,0.2799999999999998,56.56,14.297872340425531,71.1,4.9077,0.3,Strong,6.511745329644728,False,False,False,False,False,True,False,False,False,True
Australia,AUS,AFC,28,1654.9,3,5,2,0.48,1.58,0.92,1,12.8,0.305,78.5,3,435.0,33,6,5.5,50.5,75.3,0,11.3,0.45,1,1.1,0.66,51.52499999999999,13.181818181818182,62.9,3.904,0.1,Mid,6.077642243349034,True,False,False,False,False,False,False,False,True,False
Portugal,POR,UEFA,6,1688.8,8,3,0,0.681,2.13,0.71,4,12.9,0.399,84.6,3,472.0,41,15,7.5,52.5,88.6,0,8.3,0.73,1,2.1818181818181817,1.42,62.67,11.512195121951219,70.55,5.1471,0.4,Elite,6.159095388491933,False,False,False,False,False,True,False,True,False,False
Germany,DEU,UEFA,5,1692.2,7,1,2,0.713,1.93,1.16,5,15.0,0.435,80.3,3,698.0,39,7,7.0,54.2,83.4,0,6.8,0.65,1,2.3,0.77,59.735,17.897435897435898,68.80000000000001,6.525,0.5,Elite,6.54965074223381,False,False,False,False,False,True,False,True,False,False
France,FRA,UEFA,3,1848.6,8,1,1,0.82,1.89,1.0,3,19.6,0.428,85.6,4,731.0,48,22,7.5,62.7,94.7,0,6.8,0.6,0,2.5,0.8899999999999999,64.41,15.229166666666666,78.7,8.3888,0.3,Elite,6.595780513961311,False,False,False,False,False,True,False,True,False,False
Poland,POL,UEFA,21,1539.0,6,2,2,0.551,1.04,0.8,4,13.3,0.33,79.0,3,515.0,44,14,6.7,48.5,77.7,0,5.8,0.51,0,2.0,0.24,56.60999999999999,11.704545454545455,63.1,4.389,0.4,Mid,6.246106765481563,False,False,False,False,False,True,False,False,True,False
Germany,DEU,UEFA,10,1681.2,5,1,4,0.666,2.16,0.68,4,14.2,0.371,79.8,2,592.0,45,20,6.2,50.2,81.1,0,8.5,0.61,1,1.9,1.48,56.28999999999999,13.155555555555555,65.65,5.268199999999999,0.4,Elite,6.385194398997726,False,False,False,False,False,True,False,True,False,False
Paraguay,PAR,CONMEBOL,38,1560.2,1,5,4,0.219,0.79,1.29,1,7.1,0.229,74.2,0,326.0,33,7,2.6,45.7,79.4,0,7.3,0.8,0,0.7,-0.5,37.26,9.878787878787879,62.550000000000004,1.6259,0.1,Developing,5.7899601708972535,False,False,False,True,False,False,True,False,False,False
Wales,WAL,UEFA,42,1428.9,3,7,0,0.373,0.87,1.43,2,8.9,0.239,74.8,1,348.0,31,6,3.7,43.5,78.1,0,6.3,0.51,1,0.9,-0.5599999999999999,42.85999999999999,11.225806451612904,60.8,2.1271,0.2,Developing,5.855071922202427,False,False,False,False,False,True,True,False,False,False
France,FRA,UEFA,7,1810.7,8,1,1,0.727,2.26,0.58,5,14.1,0.502,83.5,5,966.0,65,22,8.4,60.3,91.6,0,8.9,0.62,1,2.5,1.6799999999999997,65.895,14.861538461538462,75.94999999999999,7.0782,0.5,Elite,6.874198495453294,False,False,False,False,False,True,False,True,False,False
Portugal,POR,UEFA,11,1742.2,7,3,0,0.663,1.46,0.81,5,15.4,0.472,79.3,2,625.0,41,15,8.4,55.3,85.3,0,7.2,0.53,0,2.1,0.6499999999999999,63.785000000000004,15.24390243902439,70.3,7.2688,0.5,Strong,6.439350371100098,False,False,False,False,False,True,False,False,False,True
Austria,AUT,UEFA,15,1592.2,6,5,0,0.542,1.07,1.02,3,12.7,0.415,75.5,3,530.0,43,9,5.9,51.9,82.5,0,7.1,0.65,0,1.6363636363636365,0.050000000000000044,52.495000000000005,12.325581395348838,67.2,5.270499999999999,0.3,Strong,6.274762021241939,False,False,False,False,False,True,False,False,False,True
Germany,DEU,UEFA,17,1768.4,6,2,2,0.59,1.49,1.06,3,13.3,0.46,82.4,2,573.0,54,10,6.5,50.5,80.1,0,8.9,0.74,0,2.0,0.42999999999999994,57.49,10.61111111111111,65.3,6.118,0.3,Strong,6.352629396319567,False,False,False,False,False,True,False,False,False,True
